brand,car_type,color,fuel_type,gear_type,mileage,model,price,ps,year_of_registration
peugeot,limousine,rot,benzin,manuell,60000,2_reihe,11000,200,2013
volkswagen,kleinwagen,gruen,benzin,manuell,150000,polo,1000,75,2000
fiat,kleinwagen,schwarz,benzin,manuell,70000,500,250,103,2000
sonstige_autos,,,,,125000,,2500,,2007
volkswagen,limousine,gruen,benzin,automatik,150000,golf,2000,75,2000
audi,limousine,braun,diesel,automatik,150000,q7,20000,340,2012
peugeot,kleinwagen,blau,benzin,manuell,150000,2_reihe,500,75,2000
mercedes_benz,cabrio,weiss,benzin,automatik,150000,sl,20000,230,1990
mini,cabrio,schwarz,benzin,manuell,100000,cooper,8000,122,2008
toyota,bus,schwarz,benzin,manuell,150000,yaris,1500,85,2005
ford,kombi,schwarz,diesel,manuell,60000,focus,14000,150,2015
porsche,,grau,benzin,automatik,150000,andere,35000,,2009
opel,bus,gold,diesel,manuell,150000,zafira,4000,120,2005
porsche,coupe,schwarz,benzin,automatik,150000,andere,25000,300,2000
volkswagen,andere,weiss,diesel,manuell,150000,transporter,2000,110,2000
mazda,cabrio,silber,benzin,manuell,150000,mx_reihe,1500,110,2005
ford,kleinwagen,blau,benzin,manuell,100000,fiesta,1500,55,2005
audi,limousine,silber,benzin,manuell,150000,a3,1000,101,2000
volvo,limousine,grau,benzin,manuell,150000,s60,6000,209,2005
volkswagen,limousine,schwarz,diesel,manuell,150000,golf,1000,101,2005
chrysler,,,,,150000,andere,2500,,2005
ford,coupe,weiss,benzin,manuell,5000,mustang,55000,466,2015
mini,coupe,grau,benzin,manuell,150000,cooper,3500,163,2005
audi,kombi,silber,diesel,manuell,50000,a3,25000,150,2015
audi,kombi,schwarz,diesel,manuell,150000,a3,7000,140,2011
mitsubishi,kleinwagen,rot,benzin,manuell,150000,colt,1000,75,2000
volkswagen,kleinwagen,,diesel,manuell,150000,golf,500,90,2000
audi,kleinwagen,gruen,benzin,automatik,150000,a3,1000,100,2000
audi,limousine,silber,benzin,manuell,150000,a4,1500,100,2000
volkswagen,andere,gruen,diesel,manuell,150000,transporter,9000,174,2006
bmw,kombi,blau,diesel,automatik,150000,3er,2500,150,2005
bmw,limousine,schwarz,benzin,manuell,100000,1er,8000,122,2011
mercedes_benz,coupe,blau,benzin,automatik,70000,,20000,131,1990
ford,bus,blau,diesel,automatik,50000,c_max,17500,120,2015
volkswagen,limousine,gelb,benzin,manuell,125000,polo,6000,69,2010
bmw,limousine,grau,diesel,automatik,150000,3er,9000,185,2011
bmw,coupe,blau,benzin,manuell,150000,3er,10000,192,2005
mercedes_benz,kombi,,benzin,manuell,150000,c_klasse,2000,170,2000
audi,limousine,grau,benzin,manuell,125000,a6,7000,256,2005
mercedes_benz,suv,,diesel,manuell,40000,g_klasse,40000,95,1990
volkswagen,kleinwagen,blau,diesel,manuell,125000,scirocco,15000,184,2015
seat,limousine,schwarz,diesel,manuell,100000,leon,7000,105,2010
mercedes_benz,limousine,schwarz,benzin,automatik,150000,e_klasse,17500,514,2008
seat,,,benzin,,150000,cordoba,250,75,1995
volkswagen,,,benzin,manuell,150000,golf,3000,102,2005
opel,andere,weiss,benzin,manuell,150000,andere,1500,82,1980
ford,kleinwagen,rot,benzin,automatik,90000,fiesta,1500,75,2000
audi,kleinwagen,gruen,benzin,manuell,150000,a3,1000,101,2000
volkswagen,kombi,grau,diesel,automatik,100000,passat,22500,150,2015
opel,bus,schwarz,benzin,manuell,150000,meriva,4000,90,2007
ford,kleinwagen,grau,benzin,manuell,90000,fiesta,7000,120,2009
citroen,andere,,benzin,manuell,100000,andere,1000,,1960
seat,bus,braun,diesel,manuell,150000,alhambra,2500,116,2005
opel,kleinwagen,,benzin,manuell,80000,astra,250,75,2000
chevrolet,kleinwagen,blau,benzin,manuell,70000,matiz,1500,38,2007
volkswagen,limousine,silber,diesel,manuell,150000,golf,5000,105,2005
audi,,silber,diesel,manuell,150000,a3,1500,110,2000
bmw,limousine,,diesel,automatik,150000,5er,9000,177,2006
audi,kleinwagen,gruen,benzin,manuell,150000,a3,1500,150,2000
opel,coupe,gelb,benzin,automatik,150000,andere,10000,97,1980
mercedes_benz,kombi,silber,diesel,automatik,150000,e_klasse,5000,150,2005
peugeot,cabrio,schwarz,benzin,manuell,150000,2_reihe,1500,109,2005
mercedes_benz,limousine,blau,diesel,manuell,60000,s_klasse,25000,80,1980
peugeot,kleinwagen,,benzin,manuell,150000,2_reihe,500,60,2000
audi,kombi,schwarz,benzin,manuell,125000,a3,11000,200,2008
opel,limousine,grau,benzin,manuell,150000,astra,3500,105,2005
volkswagen,kleinwagen,rot,benzin,manuell,150000,polo,250,60,2000
mercedes_benz,,,benzin,automatik,150000,e_klasse,2000,,1990
volvo,kombi,schwarz,diesel,automatik,150000,v70,3000,163,2005
audi,limousine,grau,benzin,automatik,150000,a3,2000,150,2005
audi,limousine,,benzin,manuell,150000,100,500,136,1995
fiat,,,,,50000,500,100,,2010
mazda,bus,grau,benzin,manuell,150000,5_reihe,4000,116,2007
volkswagen,kombi,blau,diesel,manuell,150000,passat,1000,101,2005
mercedes_benz,kombi,weiss,benzin,automatik,5000,c_klasse,35000,156,2015
trabant,limousine,beige,benzin,manuell,100000,601,1500,,1990
kia,kleinwagen,silber,benzin,manuell,100000,rio,1500,98,2005
opel,kombi,blau,diesel,manuell,150000,astra,4500,95,2011
chevrolet,limousine,,benzin,automatik,100000,andere,4000,131,2005
opel,limousine,silber,benzin,manuell,80000,astra,9000,116,2011
mini,kleinwagen,gruen,benzin,manuell,5000,andere,9000,54,1995
skoda,kombi,blau,benzin,manuell,150000,octavia,8000,200,2006
mini,kleinwagen,blau,benzin,manuell,150000,cooper,6000,95,2008
opel,limousine,blau,benzin,manuell,150000,vectra,500,101,2000
volkswagen,kleinwagen,rot,diesel,automatik,70000,polo,9000,90,2010
bmw,cabrio,schwarz,benzin,automatik,60000,3er,27500,306,2008
ford,kombi,,,,5000,c_max,3500,,2006
sonstige_autos,andere,,andere,,150000,,,,2000
opel,kleinwagen,schwarz,benzin,manuell,20000,corsa,8000,69,2015
audi,limousine,orange,benzin,manuell,150000,s3,13000,310,2007
volkswagen,limousine,,diesel,manuell,150000,golf,3500,105,2005
volkswagen,limousine,grau,diesel,manuell,150000,golf,13000,150,2014
nissan,bus,silber,benzin,manuell,150000,almera,2000,116,2005
volkswagen,,,,,10000,transporter,4000,,2010
