brand,car_type,color,mileage,model,price,ps,year_of_registration
renault,bus,silber,80000,espace,1500,140,2000
volvo,,,150000,andere,6000,155,2000
bmw,limousine,blau,150000,3er,1000,116,2000
mercedes_benz,limousine,schwarz,150000,e_klasse,7000,170,2007
volkswagen,cabrio,schwarz,150000,golf,2000,101,2000
mazda,kombi,silber,150000,3_reihe,2500,98,2005
seat,kleinwagen,blau,150000,ibiza,500,60,2000
audi,kombi,silber,150000,s6,9000,340,2000
smart,coupe,silber,40000,fortwo,7000,71,2010
opel,suv,braun,150000,antara,5000,110,2006
bmw,limousine,schwarz,150000,1er,8000,177,2009
volkswagen,kleinwagen,rot,150000,polo,6000,150,2006
kia,kleinwagen,silber,80000,picanto,2000,65,2006
nissan,,,20000,micra,1000,65,2005
fiat,kleinwagen,grau,5000,punto,1000,75,2005
bmw,limousine,braun,125000,1er,7000,122,2009
bmw,kombi,blau,150000,3er,2500,150,2005
volkswagen,kleinwagen,,60000,golf,8000,54,1990
ford,kleinwagen,,5000,ka,500,,2000
bmw,coupe,silber,150000,3er,4000,143,2005
mercedes_benz,,,150000,e_klasse,2500,,1980
sonstige_autos,,,150000,,4000,,2005
bmw,limousine,,150000,3er,9000,218,2006
opel,kleinwagen,,150000,corsa,1500,75,2005
mercedes_benz,limousine,silber,100000,a_klasse,3500,136,2005
volkswagen,andere,rot,125000,caddy,1500,75,2000
opel,coupe,,150000,astra,4500,147,2005
volkswagen,limousine,,150000,passat,3000,140,2006
renault,cabrio,blau,150000,megane,1000,107,2000
bmw,,,150000,3er,500,,1995
renault,kleinwagen,grau,150000,clio,8000,90,2014
bmw,limousine,violet,150000,3er,1000,102,1995
volkswagen,bus,schwarz,30000,touran,27500,150,2015
mazda,cabrio,rot,150000,mx_reihe,4000,116,1995
ford,kleinwagen,blau,150000,fiesta,2500,69,2006
mercedes_benz,limousine,silber,150000,c_klasse,5000,170,2005
volkswagen,limousine,rot,150000,passat,1500,101,2000
bmw,andere,schwarz,150000,3er,,100,1995
bmw,limousine,gruen,150000,1er,10000,143,2012
bmw,limousine,blau,150000,1er,10000,136,2011
volkswagen,bus,blau,150000,touran,4000,105,2005
peugeot,kleinwagen,,150000,2_reihe,500,60,2005
audi,kombi,schwarz,150000,a6,3500,180,2005
opel,limousine,grau,150000,meriva,7000,,2010
audi,kombi,weiss,70000,andere,35000,272,2015
peugeot,cabrio,grau,150000,2_reihe,2000,,2005
volkswagen,,blau,150000,golf,4500,150,2005
volkswagen,kombi,grau,150000,passat,7000,170,2006
toyota,,silber,150000,yaris,5000,87,2007
fiat,cabrio,schwarz,10000,andere,250,140,2015
porsche,coupe,blau,125000,andere,70000,345,2009
toyota,suv,,150000,rav,5000,150,2005
opel,,grau,150000,astra,4000,116,2008
opel,bus,grau,150000,zafira,3000,150,2006
mercedes_benz,limousine,silber,150000,c_klasse,8000,136,2008
renault,kleinwagen,blau,150000,twingo,500,58,2000
audi,kombi,schwarz,150000,a4,12000,211,2010
citroen,cabrio,gold,150000,c3,3000,73,2009
mercedes_benz,limousine,schwarz,150000,c_klasse,11000,137,2010
opel,bus,gruen,150000,zafira,1000,116,2000
volkswagen,limousine,weiss,150000,passat,11000,160,2010
audi,limousine,silber,40000,a5,22500,136,2015
renault,kleinwagen,andere,150000,twingo,2000,60,2000
mercedes_benz,cabrio,,150000,slk,7000,163,2006
volkswagen,,gruen,150000,polo,1000,50,2000
toyota,kombi,schwarz,150000,avensis,3500,,2006
bmw,suv,silber,10000,x_reihe,30000,140,2015
bmw,cabrio,weiss,5000,2er,50000,184,2015
bmw,limousine,blau,150000,5er,2000,116,1995
honda,limousine,,150000,civic,4500,140,2008
bmw,,braun,150000,3er,2500,,2005
mercedes_benz,coupe,gruen,150000,clk,1500,143,2000
opel,limousine,,150000,insignia,4500,160,2010
fiat,kleinwagen,grau,100000,500,7000,69,2013
bmw,limousine,schwarz,150000,1er,7000,116,2006
volkswagen,kleinwagen,gruen,100000,golf,3500,75,2005
volkswagen,kleinwagen,blau,150000,polo,2500,64,2005
volkswagen,kombi,blau,150000,golf,1000,106,2000
audi,kombi,schwarz,150000,a4,11000,177,2012
mercedes_benz,kombi,schwarz,150000,e_klasse,9000,132,1995
bmw,bus,silber,50000,2er,20000,190,2015
ford,suv,grau,30000,kuga,27500,182,2015
sonstige_autos,suv,schwarz,30000,,90000,430,2015
sonstige_autos,limousine,grau,20000,,80000,275,2015
sonstige_autos,suv,schwarz,20000,,70000,275,2015
sonstige_autos,limousine,schwarz,20000,,80000,275,2015
sonstige_autos,suv,schwarz,20000,,70000,275,2015
sonstige_autos,suv,weiss,20000,,80000,275,2015
sonstige_autos,suv,blau,60000,,60000,430,2015
sonstige_autos,suv,schwarz,20000,,90000,430,2015
sonstige_autos,suv,schwarz,20000,,70000,275,2015
bmw,limousine,silber,150000,5er,2500,170,2000
audi,kleinwagen,rot,125000,a1,9000,143,2012
skoda,kombi,grau,150000,superb,14000,170,2014
volkswagen,kleinwagen,gruen,150000,polo,1000,75,2000
volkswagen,kleinwagen,blau,150000,fox,3000,75,2006
land_rover,suv,schwarz,50000,range_rover,70000,340,2015
audi,suv,schwarz,50000,q3,22500,150,2015
volkswagen,kleinwagen,schwarz,150000,polo,500,60,2005
volvo,kombi,silber,150000,v40,2000,122,2005
bmw,kombi,schwarz,150000,3er,7000,192,2005
fiat,kleinwagen,orange,150000,panda,2500,60,2008
fiat,,,150000,punto,500,,2000
nissan,bus,silber,100000,almera,1500,116,2005
alfa_romeo,limousine,schwarz,150000,andere,3000,200,2006
volkswagen,limousine,silber,150000,golf,2500,75,2005
mercedes_benz,cabrio,gold,80000,e_klasse,30000,306,2014
audi,suv,schwarz,40000,q5,35000,272,2015
volkswagen,limousine,braun,150000,golf,9000,399,2005
skoda,kombi,blau,150000,octavia,8000,200,2006
ford,kombi,blau,150000,focus,3000,116,2009
volkswagen,kleinwagen,silber,150000,golf,1500,101,2000
opel,bus,silber,150000,zafira,2000,,2005
volkswagen,kleinwagen,schwarz,150000,golf,7000,160,2010
bmw,kombi,schwarz,10000,5er,45000,252,2015
mitsubishi,,grau,150000,lancer,3500,98,2005
fiat,limousine,grau,100000,500,5000,75,2015
volkswagen,limousine,rot,150000,passat,1500,,2000
bmw,,,100000,andere,,,1995
mazda,limousine,grau,150000,3_reihe,2000,150,2005
peugeot,kleinwagen,silber,150000,2_reihe,1500,109,2008
ford,coupe,grau,30000,mustang,25000,200,1970
kia,suv,weiss,90000,sportage,12000,135,2014
opel,suv,weiss,125000,andere,9000,131,2013
volkswagen,kleinwagen,blau,150000,polo,500,60,2005
ford,kleinwagen,schwarz,80000,fiesta,4000,97,2009
kia,bus,schwarz,150000,carnival,1000,144,2005
opel,kleinwagen,grau,60000,corsa,4500,69,2011
renault,limousine,,90000,megane,3000,111,2008
volkswagen,kombi,beige,150000,golf,2000,105,2009
mercedes_benz,limousine,braun,150000,e_klasse,1500,150,1995
mercedes_benz,cabrio,silber,150000,slk,6000,163,2005
mercedes_benz,coupe,schwarz,150000,andere,20000,387,2007
chevrolet,kleinwagen,silber,150000,andere,1000,,2007
peugeot,andere,weiss,125000,2_reihe,10000,120,2011
volkswagen,kombi,silber,150000,passat,3000,115,2005
mercedes_benz,cabrio,silber,150000,slk,6000,163,2005
bmw,coupe,blau,100000,3er,1000,102,2000
volkswagen,bus,rot,100000,transporter,15000,100,1995
volkswagen,bus,braun,150000,transporter,3500,59,1995
volkswagen,bus,schwarz,150000,transporter,3500,69,1990
ford,kleinwagen,grau,125000,ka,500,69,2005
seat,kleinwagen,blau,10000,mii,10000,60,2015
volkswagen,suv,grau,150000,tiguan,14000,140,2013
mercedes_benz,kleinwagen,rot,150000,a_klasse,,90,2000
sonstige_autos,limousine,rot,100000,,25000,95,1960
volkswagen,limousine,schwarz,150000,passat,6000,193,2005
volkswagen,kombi,blau,150000,passat,5000,140,2007
opel,kombi,grau,150000,astra,1500,101,2006
mercedes_benz,coupe,schwarz,60000,cla,20000,122,2013
volkswagen,kleinwagen,schwarz,150000,polo,1000,55,2000
mitsubishi,coupe,grau,150000,colt,2000,109,2006
bmw,kombi,silber,5000,5er,2500,170,2000
audi,limousine,weiss,125000,q3,17500,140,2014
volkswagen,coupe,blau,150000,andere,1500,116,2000
bmw,coupe,blau,150000,3er,2500,170,2000
suzuki,suv,grau,150000,andere,3500,90,2012
citroen,coupe,weiss,125000,c4,3000,88,2008
bmw,coupe,silber,150000,3er,2500,170,2000
bmw,limousine,silber,150000,5er,6000,300,2005
bmw,limousine,,150000,5er,5000,,2006
volkswagen,kleinwagen,schwarz,70000,polo,17500,192,2015
volvo,kombi,blau,150000,v40,1000,109,2005
renault,suv,weiss,20000,koleos,500,,2015
ford,kombi,grau,150000,mondeo,1000,125,2005
mercedes_benz,coupe,grau,40000,c_klasse,17500,204,2011
volkswagen,kleinwagen,,150000,polo,100,,1995
opel,kleinwagen,blau,150000,corsa,1500,75,2005
audi,kombi,silber,150000,a4,4500,150,2000
mercedes_benz,cabrio,,150000,slk,7000,163,2005
seat,kleinwagen,schwarz,90000,ibiza,7000,105,2012
ford,kombi,silber,50000,focus,13000,120,2015
mercedes_benz,coupe,schwarz,150000,cl,20000,387,2007
opel,kleinwagen,blau,125000,corsa,1000,58,2005
mercedes_benz,bus,silber,150000,b_klasse,3000,140,2009
jeep,suv,rot,30000,cherokee,30000,200,2015
bmw,suv,weiss,50000,x_reihe,50000,360,2015
mercedes_benz,bus,silber,125000,a_klasse,3500,102,2005
opel,kleinwagen,,150000,corsa,500,,2000
mercedes_benz,limousine,silber,125000,a_klasse,3500,116,2006
volkswagen,limousine,silber,150000,golf,2000,90,2000
bmw,limousine,blau,150000,7er,10000,231,2007
mercedes_benz,limousine,silber,125000,a_klasse,3500,102,2005
volkswagen,kleinwagen,gruen,150000,lupo,1500,75,2005
sonstige_autos,,,150000,,,95,2000
peugeot,cabrio,andere,125000,3_reihe,2000,120,2000
sonstige_autos,,,150000,,3000,,2005
volkswagen,kleinwagen,gruen,150000,polo,250,60,2000
renault,kleinwagen,blau,80000,clio,1000,75,2008
volkswagen,limousine,schwarz,150000,golf,10000,160,2009
mercedes_benz,cabrio,silber,150000,slk,7000,163,2005
mercedes_benz,limousine,silber,125000,a_klasse,6000,109,2008
mercedes_benz,kleinwagen,rot,150000,a_klasse,500,102,2000
mercedes_benz,cabrio,blau,150000,slk,3500,163,2000
bmw,limousine,schwarz,150000,5er,7000,192,2005
smart,kleinwagen,rot,125000,fortwo,3500,71,2008
bmw,kombi,grau,150000,3er,9000,231,2006
ford,kombi,silber,150000,focus,3500,,2008
renault,,,150000,twingo,1000,58,2005
renault,kombi,,150000,megane,4500,112,2007
fiat,kleinwagen,silber,150000,500,2500,77,2005
volkswagen,,blau,150000,touran,7000,170,2006
audi,limousine,schwarz,150000,a8,20000,233,2008
bmw,cabrio,gruen,150000,3er,3000,118,2000
volkswagen,,silber,150000,golf,3500,105,2007
seat,kombi,grau,150000,exeo,8000,143,2011
volkswagen,,,150000,golf,,,2000
volkswagen,limousine,rot,150000,andere,1000,75,2000
jaguar,limousine,grau,30000,andere,27500,180,2015
bmw,coupe,schwarz,80000,6er,40000,530,2013
bmw,,,150000,3er,250,,2010
jaguar,,,150000,x_type,6000,,1990
ford,limousine,,150000,focus,250,116,2000
sonstige_autos,,,5000,,12000,,2000
volkswagen,kombi,blau,150000,passat,4500,140,2007
fiat,kleinwagen,,150000,punto,1000,60,2005
porsche,cabrio,rot,40000,andere,50000,70,1970
