brand,car_type,color,fuel_type,gear_type,mileage,model,price,ps,year_of_registration
kia,kleinwagen,weiss,diesel,manuell,70000,rio,11000,90,2015
ford,kombi,blau,benzin,manuell,150000,focus,3000,116,2009
volkswagen,kleinwagen,silber,benzin,manuell,150000,golf,1500,101,2000
opel,bus,silber,benzin,manuell,150000,zafira,2000,,2005
volkswagen,kleinwagen,schwarz,benzin,manuell,150000,golf,7000,160,2010
bmw,kombi,schwarz,benzin,automatik,10000,5er,45000,252,2015
mitsubishi,,grau,benzin,manuell,150000,lancer,3500,98,2005
fiat,limousine,grau,diesel,manuell,100000,500,5000,75,2015
volkswagen,limousine,rot,benzin,,150000,passat,1500,,2000
bmw,,,,,100000,andere,,,1995
mazda,limousine,grau,benzin,manuell,150000,3_reihe,2000,150,2005
peugeot,kleinwagen,silber,diesel,manuell,150000,2_reihe,1500,109,2008
ford,coupe,grau,benzin,automatik,30000,mustang,25000,200,1970
volkswagen,kleinwagen,rot,,manuell,30000,polo,14000,65,2015
opel,coupe,schwarz,benzin,manuell,125000,astra,3500,90,2008
volkswagen,kleinwagen,blau,benzin,manuell,150000,polo,500,60,2005
ford,kleinwagen,schwarz,benzin,manuell,80000,fiesta,4000,97,2009
kia,bus,schwarz,diesel,manuell,150000,carnival,1000,144,2005
opel,kleinwagen,grau,benzin,manuell,60000,corsa,4500,69,2011
renault,limousine,,benzin,manuell,90000,megane,3000,111,2008
volkswagen,kombi,beige,diesel,manuell,150000,golf,2000,105,2009
mercedes_benz,limousine,braun,benzin,manuell,150000,e_klasse,1500,150,1995
mercedes_benz,cabrio,silber,benzin,manuell,150000,slk,6000,163,2005
mercedes_benz,coupe,schwarz,benzin,automatik,150000,andere,20000,387,2007
chevrolet,kleinwagen,silber,,manuell,150000,andere,1000,,2007
peugeot,andere,weiss,diesel,manuell,125000,2_reihe,10000,120,2011
volkswagen,kombi,silber,benzin,automatik,150000,passat,3000,115,2005
mercedes_benz,cabrio,silber,benzin,manuell,150000,slk,6000,163,2005
opel,coupe,rot,benzin,manuell,150000,astra,3000,125,2005
renault,kleinwagen,andere,elektro,automatik,50000,andere,22500,92,2015
volkswagen,kleinwagen,blau,benzin,manuell,150000,golf,,116,1995
volkswagen,bus,schwarz,diesel,manuell,150000,transporter,3500,69,1990
ford,kleinwagen,grau,benzin,manuell,125000,ka,500,69,2005
seat,kleinwagen,blau,benzin,manuell,10000,mii,10000,60,2015
volkswagen,suv,grau,diesel,automatik,150000,tiguan,14000,140,2013
mercedes_benz,kleinwagen,rot,benzin,automatik,150000,a_klasse,,90,2000
sonstige_autos,limousine,rot,benzin,automatik,100000,,25000,95,1960
volkswagen,limousine,schwarz,benzin,automatik,150000,passat,6000,193,2005
volkswagen,kombi,blau,diesel,manuell,150000,passat,5000,140,2007
opel,kombi,grau,diesel,manuell,150000,astra,1500,101,2006
mercedes_benz,coupe,schwarz,benzin,automatik,60000,cla,20000,122,2013
volkswagen,kleinwagen,schwarz,benzin,manuell,150000,polo,1000,55,2000
mitsubishi,coupe,grau,benzin,manuell,150000,colt,2000,109,2006
bmw,kombi,silber,benzin,manuell,5000,5er,2500,170,2000
volkswagen,cabrio,weiss,benzin,manuell,100000,kaefer,17500,50,1980
volkswagen,kleinwagen,weiss,diesel,manuell,150000,polo,1000,64,2005
land_rover,cabrio,gruen,diesel,manuell,100000,serie_3,30000,98,1985
suzuki,suv,grau,diesel,manuell,150000,andere,3500,90,2012
citroen,coupe,weiss,benzin,manuell,125000,c4,3000,88,2008
bmw,coupe,silber,benzin,automatik,150000,3er,2500,170,2000
bmw,limousine,silber,diesel,automatik,150000,5er,6000,300,2005
bmw,limousine,,,automatik,150000,5er,5000,,2006
volkswagen,kleinwagen,schwarz,benzin,automatik,70000,polo,17500,192,2015
volvo,kombi,blau,benzin,manuell,150000,v40,1000,109,2005
renault,suv,weiss,diesel,automatik,20000,koleos,500,,2015
ford,kombi,grau,benzin,manuell,150000,mondeo,1000,125,2005
mercedes_benz,coupe,grau,benzin,automatik,40000,c_klasse,17500,204,2011
volkswagen,kleinwagen,,benzin,,150000,polo,100,,1995
mercedes_benz,cabrio,andere,benzin,automatik,150000,slk,11000,164,2005
audi,kombi,weiss,diesel,automatik,150000,a6,25000,313,2014
audi,kleinwagen,gruen,benzin,manuell,150000,80,1000,66,1990
volkswagen,,,benzin,manuell,150000,golf,1000,100,2000
bmw,,,,,5000,5er,50,,2015
mercedes_benz,coupe,schwarz,benzin,automatik,150000,cl,20000,387,2007
opel,kleinwagen,blau,benzin,manuell,125000,corsa,1000,58,2005
mercedes_benz,bus,silber,diesel,automatik,150000,b_klasse,3000,140,2009
jeep,suv,rot,diesel,automatik,30000,cherokee,30000,200,2015
bmw,suv,weiss,benzin,automatik,50000,x_reihe,50000,360,2015
mercedes_benz,bus,silber,benzin,automatik,125000,a_klasse,3500,102,2005
opel,kleinwagen,,benzin,manuell,150000,corsa,500,,2000
mercedes_benz,limousine,silber,benzin,manuell,125000,a_klasse,3500,116,2006
bmw,limousine,schwarz,benzin,automatik,150000,7er,10000,333,2005
toyota,kombi,silber,diesel,manuell,150000,avensis,3500,177,2008
opel,kleinwagen,schwarz,benzin,manuell,150000,corsa,1000,75,2005
bmw,kombi,schwarz,benzin,manuell,150000,3er,2500,170,2005
audi,suv,weiss,diesel,manuell,150000,q5,15000,145,2011
hyundai,kleinwagen,schwarz,benzin,manuell,125000,getz,1000,63,2005
volkswagen,,,diesel,manuell,150000,golf,500,54,1985
volkswagen,kleinwagen,gruen,benzin,,150000,polo,250,60,2000
renault,kleinwagen,blau,benzin,manuell,80000,clio,1000,75,2008
volkswagen,limousine,schwarz,benzin,manuell,150000,golf,10000,160,2009
mercedes_benz,cabrio,silber,benzin,manuell,150000,slk,7000,163,2005
mercedes_benz,limousine,silber,diesel,automatik,125000,a_klasse,6000,109,2008
mercedes_benz,kleinwagen,rot,benzin,manuell,150000,a_klasse,500,102,2000
mercedes_benz,cabrio,blau,benzin,manuell,150000,slk,3500,163,2000
volkswagen,andere,silber,diesel,manuell,125000,caddy,8000,102,2013
volkswagen,,schwarz,,automatik,150000,golf,10000,270,2011
renault,bus,schwarz,diesel,manuell,150000,andere,6000,131,2011
opel,bus,schwarz,benzin,manuell,150000,zafira,2500,105,2005
volkswagen,kombi,silber,benzin,automatik,150000,passat,2500,150,2005
mercedes_benz,suv,schwarz,diesel,automatik,150000,m_klasse,14000,224,2008
volkswagen,,blau,diesel,manuell,150000,touran,7000,170,2006
audi,limousine,schwarz,diesel,automatik,150000,a8,20000,233,2008
bmw,cabrio,gruen,benzin,automatik,150000,3er,3000,118,2000
volkswagen,,silber,diesel,manuell,150000,golf,3500,105,2007
seat,kombi,grau,diesel,automatik,150000,exeo,8000,143,2011
volkswagen,,,,,150000,golf,,,2000
volkswagen,limousine,rot,benzin,manuell,150000,andere,1000,75,2000
jaguar,limousine,grau,benzin,automatik,30000,andere,27500,180,2015
sonstige_autos,limousine,weiss,benzin,automatik,100000,,20000,300,1960
jaguar,limousine,schwarz,benzin,automatik,60000,andere,27500,510,2009
bmw,,,,,150000,z_reihe,,,2000
audi,coupe,schwarz,benzin,automatik,125000,a5,15000,179,2009
skoda,kleinwagen,rot,benzin,manuell,100000,fabia,3000,101,2005
ford,cabrio,gruen,benzin,manuell,150000,escort,1000,90,2000
volkswagen,kleinwagen,blau,benzin,manuell,150000,lupo,1000,50,2000
seat,limousine,schwarz,benzin,manuell,150000,leon,1000,105,2005
volkswagen,kombi,blau,benzin,automatik,150000,passat,1000,150,2000
fiat,kleinwagen,grau,benzin,manuell,5000,500,10000,69,2015
bmw,limousine,schwarz,diesel,manuell,150000,1er,6000,116,2010
opel,,,,,5000,vivaro,,,2005
ford,,,,,40000,c_max,13000,,2015
opel,coupe,gelb,benzin,manuell,60000,andere,17500,110,1980
audi,kleinwagen,schwarz,benzin,manuell,100000,q3,20000,150,2014
chrysler,bus,schwarz,benzin,manuell,150000,voyager,500,96,2000
mercedes_benz,cabrio,orange,benzin,automatik,150000,slk,9000,197,2005
volvo,kombi,schwarz,diesel,manuell,150000,andere,1500,110,2005
volkswagen,limousine,schwarz,benzin,manuell,150000,golf,4500,200,2007
mercedes_benz,limousine,schwarz,benzin,automatik,125000,c_klasse,10000,156,2009
volkswagen,limousine,blau,benzin,manuell,150000,golf,2500,116,2005
ford,kleinwagen,blau,benzin,manuell,100000,fiesta,2000,60,2005
audi,kombi,blau,diesel,manuell,150000,a4,3500,163,2005
mercedes_benz,limousine,blau,diesel,manuell,5000,c_klasse,2000,140,2000
opel,,silber,benzin,manuell,150000,astra,1000,101,2000
opel,,,benzin,manuell,150000,astra,250,101,2000
opel,kombi,blau,benzin,manuell,150000,astra,4000,115,2007
mercedes_benz,limousine,,,,5000,andere,4000,,1980
opel,kleinwagen,silber,benzin,manuell,125000,corsa,4000,90,2008
audi,cabrio,schwarz,benzin,manuell,150000,tt,6000,179,2005
citroen,kleinwagen,rot,benzin,manuell,125000,c3,8000,82,2015
volkswagen,limousine,schwarz,benzin,manuell,50000,touran,50,101,2012
opel,kleinwagen,blau,benzin,manuell,150000,corsa,3000,80,2007
peugeot,kleinwagen,weiss,benzin,manuell,150000,2_reihe,3000,60,2010
bmw,limousine,,benzin,automatik,150000,5er,9000,258,2006
ford,kombi,silber,benzin,manuell,150000,focus,500,101,2005
volkswagen,kombi,blau,diesel,manuell,150000,passat,500,90,2000
fiat,suv,schwarz,diesel,manuell,150000,andere,4500,120,2013
mercedes_benz,,,benzin,manuell,150000,a_klasse,1500,82,2005
sonstige_autos,,,,,5000,,,,2000
mercedes_benz,limousine,blau,diesel,automatik,150000,e_klasse,20000,177,2014
mini,limousine,blau,benzin,manuell,70000,cooper,13000,184,2012
opel,limousine,schwarz,benzin,automatik,50000,insignia,22500,,2015
ford,bus,silber,benzin,manuell,125000,galaxy,8000,140,2007
suzuki,kleinwagen,weiss,benzin,manuell,70000,swift,9000,136,2014
chevrolet,kleinwagen,schwarz,benzin,manuell,125000,spark,3500,82,2013
audi,kombi,grau,diesel,manuell,150000,a6,,179,2007
opel,kleinwagen,weiss,benzin,manuell,150000,corsa,4000,87,2011
chevrolet,kleinwagen,schwarz,benzin,manuell,125000,spark,3500,82,2012
ford,cabrio,schwarz,benzin,manuell,150000,focus,1500,95,2005
opel,bus,,diesel,manuell,150000,andere,2000,90,2006
volkswagen,,,,,150000,andere,3000,,2005
volkswagen,coupe,schwarz,benzin,manuell,150000,golf,2000,115,2005
ford,kombi,grau,benzin,automatik,150000,focus,5000,145,2009
volkswagen,andere,grau,diesel,automatik,150000,transporter,20000,179,2012
suzuki,cabrio,rot,benzin,manuell,150000,swift,1500,68,1995
sonstige_autos,,,,,30000,,50,,2005
volkswagen,kombi,,diesel,manuell,150000,golf,500,90,2000
volkswagen,kombi,silber,diesel,manuell,150000,passat,5000,140,2006
mercedes_benz,coupe,silber,benzin,automatik,150000,s_klasse,,210,1985
bmw,limousine,blau,benzin,automatik,90000,m_reihe,22500,320,2012
mercedes_benz,kleinwagen,,benzin,manuell,150000,a_klasse,500,102,2000
mercedes_benz,kombi,blau,diesel,automatik,5000,e_klasse,10000,136,2011
opel,kleinwagen,gruen,benzin,manuell,150000,corsa,500,75,2005
opel,bus,schwarz,benzin,manuell,150000,meriva,2000,120,2005
audi,kombi,blau,benzin,automatik,125000,a6,12000,256,2006
volkswagen,bus,grau,diesel,automatik,150000,transporter,27500,180,2012
volkswagen,cabrio,,,manuell,150000,golf,3500,104,1990
volkswagen,limousine,silber,benzin,manuell,150000,polo,1500,64,2005
ford,kombi,,benzin,manuell,150000,focus,1500,110,2005
renault,bus,silber,benzin,manuell,150000,andere,,,2000
skoda,kombi,blau,benzin,manuell,150000,fabia,4500,105,2010
audi,kleinwagen,schwarz,benzin,manuell,150000,a3,1500,100,2000
ford,kleinwagen,,benzin,manuell,80000,fiesta,1000,,2005
audi,kombi,schwarz,benzin,automatik,150000,a6,2000,150,2000
bmw,suv,schwarz,diesel,automatik,150000,x_reihe,22500,258,2012
mazda,cabrio,rot,benzin,manuell,150000,mx_reihe,4000,116,1995
ford,kombi,schwarz,diesel,manuell,150000,mondeo,3000,116,2008
hyundai,coupe,,benzin,manuell,40000,andere,13000,186,2014
daihatsu,limousine,rot,benzin,manuell,150000,cuore,1500,59,2006
volkswagen,kombi,schwarz,benzin,automatik,80000,golf,17500,220,2013
volkswagen,limousine,schwarz,benzin,manuell,150000,golf,2000,115,2005
renault,bus,silber,benzin,manuell,150000,scenic,2000,113,2005
fiat,bus,silber,diesel,manuell,150000,doblo,7000,105,2011
honda,limousine,silber,benzin,manuell,150000,accord,1000,136,2000
opel,limousine,silber,benzin,automatik,150000,omega,1000,170,2000
skoda,kombi,weiss,benzin,manuell,70000,rapid,12000,105,2015
opel,kleinwagen,,benzin,manuell,60000,corsa,8000,90,2015
sonstige_autos,cabrio,schwarz,benzin,automatik,30000,,90000,490,2012
renault,limousine,schwarz,benzin,manuell,150000,twingo,1000,59,2007
volkswagen,,schwarz,benzin,manuell,150000,golf,4000,116,2006
volkswagen,bus,orange,diesel,manuell,90000,transporter,90000,105,2006
ford,,silber,diesel,manuell,150000,mondeo,2500,,2006
seat,kleinwagen,schwarz,benzin,manuell,80000,ibiza,7000,86,2012
mercedes_benz,limousine,schwarz,benzin,manuell,150000,e_klasse,4000,231,2005
bmw,kleinwagen,blau,benzin,manuell,150000,3er,4500,101,2000
volkswagen,cabrio,,benzin,manuell,150000,golf,500,75,2000
bmw,limousine,blau,benzin,automatik,150000,5er,3500,192,2005
kia,suv,weiss,diesel,manuell,90000,sorento,17500,197,2013
volkswagen,kleinwagen,blau,benzin,manuell,150000,polo,1000,54,2005
mitsubishi,coupe,,,,60000,andere,,,1995
mercedes_benz,limousine,schwarz,diesel,automatik,150000,e_klasse,14000,,2009
audi,,,,,150000,a3,,,2005
bmw,limousine,schwarz,benzin,automatik,150000,3er,6000,333,2005
opel,bus,silber,benzin,automatik,40000,meriva,5000,101,2005
opel,limousine,gelb,benzin,manuell,125000,astra,8000,120,2013
skoda,kombi,rot,benzin,manuell,150000,octavia,,116,2005
volkswagen,,,,,150000,touran,,,2005
volkswagen,kleinwagen,,benzin,manuell,150000,polo,,,1995
opel,limousine,andere,benzin,manuell,150000,astra,1000,100,2005
bmw,kombi,schwarz,diesel,manuell,150000,5er,12000,184,2010
nissan,suv,grau,benzin,manuell,30000,qashqai,25000,163,2015
renault,,silber,benzin,manuell,150000,kangoo,2000,95,2005
renault,kleinwagen,,benzin,manuell,150000,twingo,1500,75,2005
ford,,blau,benzin,automatik,150000,focus,2500,116,2005
mercedes_benz,limousine,,,,150000,s_klasse,,,1985
volkswagen,,,benzin,manuell,125000,golf,3500,75,2007
ford,limousine,,benzin,manuell,150000,mondeo,1000,110,2000
bmw,suv,silber,diesel,automatik,150000,x_reihe,5000,218,2006
mercedes_benz,kombi,silber,diesel,automatik,150000,e_klasse,14000,265,2010
audi,limousine,silber,benzin,manuell,150000,a4,2500,102,2005
audi,limousine,blau,benzin,manuell,80000,a3,13000,122,2014
audi,kombi,schwarz,benzin,manuell,150000,a6,,168,2000
volkswagen,,,benzin,manuell,5000,passat,1000,101,2000
skoda,limousine,schwarz,benzin,manuell,150000,octavia,4000,102,2007
sonstige_autos,,,,,150000,,50,,2005
volvo,cabrio,silber,benzin,automatik,150000,c_reihe,1000,163,2005
bmw,coupe,silber,benzin,automatik,150000,3er,5000,210,2000
bmw,kombi,blau,diesel,manuell,150000,5er,5000,163,2008
renault,kombi,gruen,diesel,automatik,125000,laguna,3000,150,2005
renault,kleinwagen,,benzin,,70000,twingo,1500,54,2000
renault,bus,weiss,diesel,manuell,80000,kangoo,8000,90,2015
renault,kombi,gruen,diesel,manuell,150000,kangoo,2500,84,2006
mercedes_benz,,silber,diesel,manuell,150000,sprinter,4000,129,2005
peugeot,kombi,grau,diesel,manuell,150000,3_reihe,3000,109,2007
bmw,limousine,schwarz,benzin,manuell,150000,3er,2000,118,1995
bmw,cabrio,schwarz,benzin,manuell,150000,3er,4000,143,2005
ford,limousine,gold,benzin,automatik,90000,mondeo,4000,145,2005
kia,kombi,grau,benzin,manuell,150000,ceed,5000,90,2011
bmw,suv,,diesel,manuell,150000,x_reihe,4000,150,2005
opel,bus,blau,benzin,manuell,50000,meriva,6000,105,2009
ford,kleinwagen,weiss,benzin,manuell,10000,fiesta,10000,60,2015
sonstige_autos,,,,,150000,,2500,,1995
volkswagen,bus,silber,benzin,manuell,70000,touran,17500,140,2014
mercedes_benz,kombi,schwarz,benzin,automatik,30000,cla,25000,156,2015
audi,kombi,silber,diesel,automatik,150000,a6,2500,150,2005
renault,kleinwagen,rot,benzin,manuell,150000,clio,1500,60,2005
seat,kleinwagen,gruen,benzin,manuell,60000,ibiza,9000,105,2014
renault,kleinwagen,blau,benzin,manuell,150000,twingo,2000,52,2005
volkswagen,suv,braun,benzin,automatik,125000,passat,11000,163,2012
mercedes_benz,limousine,silber,benzin,automatik,150000,e_klasse,5000,136,1985
mercedes_benz,limousine,silber,benzin,automatik,150000,c_klasse,3000,163,2005
volkswagen,limousine,silber,benzin,manuell,125000,golf,3000,90,2005
volkswagen,kleinwagen,schwarz,benzin,manuell,150000,polo,1500,55,2005
bmw,coupe,silber,benzin,manuell,150000,3er,,193,1990
sonstige_autos,bus,weiss,diesel,,125000,,,,2011
volkswagen,kombi,grau,diesel,manuell,150000,passat,3000,140,2008
nissan,suv,grau,diesel,manuell,150000,navara,10000,190,2010
volkswagen,kombi,silber,benzin,manuell,100000,golf,1500,75,2005
renault,suv,blau,benzin,automatik,20000,andere,17500,118,2015
smart,cabrio,silber,benzin,automatik,50000,fortwo,8000,84,2013
volkswagen,limousine,grau,benzin,manuell,150000,golf,3000,75,1995
volkswagen,bus,rot,diesel,manuell,150000,transporter,3500,102,2000
bmw,limousine,grau,diesel,manuell,150000,5er,14000,184,2010
volkswagen,suv,silber,diesel,automatik,150000,touareg,12000,239,2009
volkswagen,bus,grau,diesel,manuell,150000,transporter,5000,151,2000
volkswagen,limousine,silber,benzin,manuell,150000,golf,2000,75,2000
renault,kleinwagen,schwarz,benzin,manuell,150000,clio,2500,75,2007
seat,kleinwagen,blau,benzin,manuell,70000,ibiza,9000,110,2015
opel,kleinwagen,gruen,benzin,manuell,150000,corsa,250,54,2000
fiat,kleinwagen,silber,benzin,manuell,150000,seicento,1500,55,2000
opel,kleinwagen,rot,benzin,manuell,80000,corsa,6000,69,2015
bmw,coupe,,benzin,manuell,150000,3er,1500,105,2000
audi,limousine,rot,diesel,manuell,150000,a3,500,90,2000
bmw,kombi,gruen,,automatik,125000,3er,,,2000
renault,kleinwagen,rot,benzin,manuell,150000,twingo,1500,58,2005
audi,limousine,grau,benzin,manuell,80000,a3,17500,125,2015
opel,kleinwagen,schwarz,benzin,manuell,150000,corsa,2000,80,2007
honda,kleinwagen,schwarz,benzin,automatik,150000,jazz,2000,84,2005
volkswagen,kleinwagen,rot,benzin,manuell,150000,golf,1000,80,1995
opel,bus,silber,,manuell,150000,zafira,5000,116,2009
honda,coupe,rot,benzin,manuell,150000,civic,6000,201,2007
fiat,cabrio,schwarz,benzin,manuell,60000,500,7000,69,2013
peugeot,kleinwagen,blau,diesel,manuell,150000,2_reihe,1000,68,2007
peugeot,kombi,silber,diesel,manuell,150000,3_reihe,1500,,2005
volvo,suv,schwarz,diesel,manuell,150000,xc_reihe,4500,195,2005
volkswagen,kombi,schwarz,benzin,manuell,150000,passat,1500,131,2005
volkswagen,cabrio,violet,benzin,manuell,150000,golf,1000,,1995
opel,kleinwagen,,benzin,,150000,corsa,1000,,2000
bmw,kombi,grau,diesel,automatik,150000,3er,9000,204,2011
volkswagen,kleinwagen,blau,benzin,manuell,150000,golf,2000,101,2000
renault,kombi,,benzin,manuell,150000,andere,1500,,2000
